Ticker_Name,Factsheet
ACOB34_大華銀新加坡房地產收益基金NB月配(台幣),
ACOB38_大華銀新加坡房地產收益基金NB月配(南非幣),
ACOB36_大華銀新加坡房地產收益基金NB月配(美元),
BFZDSA_中國信託投信,
ACDS74_中國信託10年期以上電信業美元公司債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS74&b=58324&c=652
ACDS58_中國信託2024年到期新興主權債券基金-分配型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS58&b=58330&c=651
ACDS56_中國信託2024年到期新興主權債券基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS56&b=58329&c=657
ACDS57_中國信託2024年到期新興主權債券基金-累積型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS57&b=58330&c=650
ACDS55_中國信託2024年到期新興主權債券基金-累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS55&b=58329&c=656
ACDS78_中國信託2026年到期新興優先順位債券基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS78&b=58323&c=655
ACDS76_中國信託2026年到期新興優先順位債券基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS76&b=58323&c=653
ACDS77_中國信託2026年到期新興優先順位債券基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS77&b=58323&c=654
ACDS73_中國信託20年期以上BBB級美元公司債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS73&b=58324&c=651
ACDS61_中國信託MSCI中國外資自由投資50不含A及B股ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS61&b=58328&c=652
ACDS62_中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS62&b=58328&c=653
ACDS66_中國信託中國國債及政策性金融債7至10年期債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS66&b=58326&c=655
ACDS44_中國信託六年到期新興主權債券基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS44&b=58332&c=648
ACDS45_中國信託六年到期新興主權債券基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS45&b=58333&c=650
ACDS21_中國信託台灣活力基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS21&b=58338&c=649
ACDS35_中國信託全球不動產收益基金-分配型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS35&b=58337&c=653
ACDS33_中國信託全球不動產收益基金-分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS33&b=58336&c=650
ACDS34_中國信託全球不動產收益基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS34&b=58336&c=651
ACDS30_中國信託全球不動產收益基金-累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS30&b=58336&c=647
ACDS52_中國信託全球短期高收益債券基金-I累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS52&b=58339&c=654
ACDS53_中國信託全球短期高收益債券基金-I累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS53&b=58339&c=655
ACDS54_中國信託全球短期高收益債券基金-I累積型(歐元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS54&b=58340&c=648
ACDS83_中國信託全球短期高收益債券基金-NB分配型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS83&b=58342&c=652
ACDS81_中國信託全球短期高收益債券基金-NB分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS81&b=58341&c=649
ACDS82_中國信託全球短期高收益債券基金-NB分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS82&b=58341&c=650
ACDS69_中國信託全球短期高收益債券基金-分配型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS69&b=57931&c=659
ACDS42_中國信託全球短期高收益債券基金-分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS42&b=58334&c=648
ACDS43_中國信託全球短期高收益債券基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS43&b=58334&c=649
ACDS68_中國信託全球短期高收益債券基金-累積型(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS68&b=58340&c=653
ACDS40_中國信託全球短期高收益債券基金-累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS40&b=58333&c=645
ACDS41_中國信託全球短期高收益債券基金-累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS41&b=58333&c=646
ACDS88_中國信託亞太實質收息多重資產基金-NB分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS88&b=58343&c=658
ACDS91_中國信託亞太實質收息多重資產基金-NB分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS91&b=58344&c=653
ACDS93_中國信託亞太實質收息多重資產基金-NB分配型(澳幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS93&b=58345&c=656
ACDS87_中國信託亞太實質收息多重資產基金-分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS87&b=58343&c=657
ACDS90_中國信託亞太實質收息多重資產基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS90&b=58344&c=652
ACDS92_中國信託亞太實質收息多重資產基金-分配型(澳幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS92&b=58345&c=655
ACDS86_中國信託亞太實質收息多重資產基金-累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS86&b=58343&c=656
ACDS89_中國信託亞太實質收息多重資產基金-累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS89&b=58344&c=660
ACDS75_中國信託美國政府0至1年期債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS75&b=58324&c=653
ACDS65_中國信託美國政府20年期以上債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS65&b=58326&c=654
ACDS70_中國信託美國高評級市政債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS70&b=58325&c=649
ACDS63_中國信託彭博巴克萊10年期以上高評級美元公司債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS63&b=58327&c=653
ACDS64_中國信託彭博巴克萊10年期以上優先順位金融債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS64&b=58327&c=654
ACDS59_中國信託智慧城市建設基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS59&b=58328&c=659
ACDS60_中國信託智慧城市建設基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS60&b=58329&c=652
ACDS13_中國信託華盈貨幣市場基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS13&b=58339&c=651
ACDS94_中國信託越南機會基金(台幣),
ACDS95_中國信託越南機會基金(美元),
ACDS79_中國信託雄鷹新興市場債券基金-NB分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS79&b=58340&c=655
ACDS80_中國信託雄鷹新興市場債券基金-NB分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS80&b=58341&c=648
ACDS48_中國信託雄鷹新興市場債券基金-分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS48&b=58332&c=652
ACDS49_中國信託雄鷹新興市場債券基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS49&b=58332&c=653
ACDS46_中國信託雄鷹新興市場債券基金-累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS46&b=58331&c=649
ACDS47_中國信託雄鷹新興市場債券基金-累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS47&b=58331&c=650
ACDS72_中國信託新興市場0-5年期美元政府債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS72&b=58325&c=651
ACDS71_中國信託新興亞洲(不含中國)美元精選綜合債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS71&b=58325&c=650
ACDS84_中國信託樂齡收益平衡基金-NB分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS84&b=58342&c=653
ACDS85_中國信託樂齡收益平衡基金-NB分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS85&b=58342&c=654
ACDS37_中國信託樂齡收益平衡基金-分配型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS37&b=58335&c=653
ACDS39_中國信託樂齡收益平衡基金-分配型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS39&b=58335&c=655
ACDS36_中國信託樂齡收益平衡基金-累積型(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS36&b=58334&c=651
ACDS38_中國信託樂齡收益平衡基金-累積型(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACDS38&b=58335&c=654
BFZYTA_元大投信,
ACYT148_元大10年期以上美元投資級公共事業電能債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT148&b=58785&c=735
ACYT149_元大10年期以上美元投資級銀行債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT149&b=58785&c=736
ACYT147_元大10年期以上美元投資級醫療保健債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT147&b=58784&c=733
ACYT160_元大15年期以上新興市場主權債ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT160&b=58781&c=725
ACYT140_元大20年期以上AAA至A級美元公司債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT140&b=58787&c=729
ACYT135_元大20年期以上BBB級美元公司債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT135&b=58789&c=735
ACYT139_元大MSCI中國A股國際通ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT139&b=58788&c=738
AC0017_元大二○○一基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0017&b=58829&c=604
ACYT57_元大人民幣貨幣市場基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT57&b=58813&c=678
ACYT58_元大人民幣貨幣市場基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT58&b=58813&c=679
ACKY46_元大上證50基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY46&b=58814&c=668
ACYT62_元大大中華TMT基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT62&b=58811&c=672
ACYT61_元大大中華TMT基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT61&b=58810&c=670
ACYT77_元大大中華價值指數基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT77&b=58805&c=681
ACKY28_元大大中華價值指數基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY28&b=58819&c=673
ACYT76_元大大中華價值指數基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT76&b=58805&c=680
ACYT98_元大大中華豐益平衡基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT98&b=58800&c=679
ACYT97_元大大中華豐益平衡基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT97&b=58799&c=695
ACYT52_元大中國平衡基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT52&b=58813&c=673
ACKY47_元大中國平衡基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY47&b=58815&c=670
ACYT159_元大中國政策性金融債5年期以上債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT159&b=58781&c=733
ACYT137_元大中國國債及政策性金融債3至5年期債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT137&b=58790&c=729
ACYT55_元大中國機會債券基金A不配息(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT55&b=58812&c=675
ACYT53_元大中國機會債券基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT53&b=58812&c=673
ACYT56_元大中國機會債券基金B配息(人民幣)(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT56&b=58812&c=676
ACKY35_元大巴西指數基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY35&b=58816&c=668
ACYT90_元大日經225基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT90&b=58802&c=673
AC0054_元大台商收成基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0054&b=57935&c=602
ACYT60_元大台灣50單日反向1倍基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT60&b=58811&c=670
ACYT59_元大台灣50單日正向2倍基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT59&b=58811&c=678
AC0051_元大台灣中型100基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0051&b=58823&c=596
ACKY17_元大台灣加權股價指數基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY17&b=58825&c=668
ACYT151_元大台灣卓越50ETF連結基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT151&b=58782&c=726
ACYT152_元大台灣卓越50ETF連結基金B配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT152&b=58782&c=727
AC0050_元大台灣卓越50基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0050&b=57812&c=592
AC0055_元大台灣金融基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0055&b=58821&c=598
ACYT153_元大台灣高股息ETF連結基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT153&b=58783&c=729
ACYT154_元大台灣高股息ETF連結基金B配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT154&b=58783&c=730
ACYT118_元大台灣高股息低波動ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT118&b=58793&c=731
AC0056_元大台灣高股息基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0056&b=57499&c=609
ACYT161_元大台灣高股息優質龍頭基金A不配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT161&b=58780&c=725
ACYT162_元大台灣高股息優質龍頭基金B配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT162&b=58684&c=729
AC0053_元大台灣電子科技基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=AC0053&b=58821&c=596
ACKY23_元大全球ETF成長組合基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY23&b=58822&c=662
ACKY18_元大全球ETF穩健組合基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY18&b=58824&c=668
ACYT146_元大全球人工智慧ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT146&b=58785&c=733
ACYT75_元大全球不動產證券化基金A不配息(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT75&b=58805&c=679
ACKY1901_元大全球不動產證券化基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY1901&b=61562&c=759
ACYT74_元大全球不動產證券化基金A不配息(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT74&b=58804&c=677
ACKY19_元大全球不動產證券化基金B配息(台幣)(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY19&b=58824&c=669
ACYT32_元大全球公用能源效率基金-不配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT32&b=58820&c=669
ACYT33_元大全球公用能源效率基金-配息(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT33&b=58820&c=670
ACYT158_元大全球未來通訊ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT158&b=58781&c=732
ACYT163_元大全球未來關鍵科技ETF基金,
ACYT30_元大全球地產建設入息基金-不配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT30&b=58822&c=669
ACYT31_元大全球地產建設入息基金-配息(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT31&b=58822&c=670
ACYT66_元大全球股票入息基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT66&b=58808&c=682
ACYT67_元大全球股票入息基金B配息(台幣)(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT67&b=58808&c=683
ACYT68_元大全球股票入息基金B配息(美元)(基金之配息來源可能為本金),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT68&b=58809&c=685
ACKY22_元大全球新興市場精選組合基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY22&b=58823&c=662
ACYT38_元大全球農業商機基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT38&b=58819&c=683
ACKY37_元大印尼指數基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY37&b=58817&c=671
ACYT41_元大印度基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT41&b=58818&c=676
ACYT03_元大多多基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT03&b=58828&c=675
ACYT02_元大多福基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT02&b=57958&c=677
ACYT26_元大亞太成長基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT26&b=58823&c=675
ACYT50_元大亞太政府公債指數基金A不配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT50&b=58814&c=672
ACYT51_元大亞太政府公債指數基金B配息,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT51&b=57340&c=666
ACYT119_元大亞太優質高股息100指數基金A不配息(台幣)(基金之收益分配由經理公司得依收益之情況自…,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT119&b=58792&c=731
ACYT124_元大亞太優質高股息100指數基金B配息(台幣)(基金之收益分配由經理公司得依收益之情況自行…,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT124&b=58792&c=727
ACYT126_元大亞太優質高股息100指數基金B配息(美元)(基金之收益分配由經理公司得依收益之情況自行…,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT126&b=58793&c=730
ACYT127_元大亞太優質高股息100指數基金B配息(澳幣)(基金之收益分配由經理公司得依收益之情況自行…,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT127&b=58793&c=731
ACYT125_元大亞太優質高股息100指數基金I不配息(台幣)(基金之收益分配由經理公司得依收益之情況自…,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT125&b=58792&c=728
ACYT04_元大卓越基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT04&b=58827&c=675
ACYT07_元大店頭基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT07&b=58827&c=678
ACYT83_元大美元貨幣市場基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT83&b=58802&c=675
ACYT84_元大美元貨幣市場基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT84&b=58803&c=677
ACYT136_元大美國政府1至3年期債券ETF基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT136&b=58790&c=728
ACYT99_元大美國政府20年期(以上)債券基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT99&b=58799&c=697
ACYT101_元大美國政府20年期(以上)債券單日反向1倍基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT101&b=58798&c=728
ACYT100_元大美國政府20年期(以上)債券單日正向2倍基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT100&b=58798&c=727
ACYT112_元大美國政府7至10年期債券基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT112&b=58795&c=727
ACYT09_元大高科技基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT09&b=58826&c=679
ACKY02_元大得利貨幣市場基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY02&b=58828&c=665
ACKY08_元大得寶貨幣市場基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY08&b=58825&c=668
ACYT155_元大富櫃50ETF連結基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT155&b=58783&c=731
ACYT156_元大富櫃50ETF連結基金B配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT156&b=58784&c=733
ACKY39_元大富櫃50基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY39&b=58815&c=671
ACYT44_元大華夏中小基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT44&b=58816&c=677
ACKY38_元大黃金期貨基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACKY38&b=58816&c=671
ACYT79_元大新中國基金(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT79&b=58806&c=684
ACYT40_元大新中國基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT40&b=58819&c=676
ACYT78_元大新中國基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT78&b=58806&c=683
ACYT11_元大新主流基金,https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT11&b=58826&c=672
ACYT91_元大新東協平衡基金(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT91&b=58801&c=673
ACYT92_元大新東協平衡基金(美元),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT92&b=58801&c=674
ACYT70_元大新興印尼機會債券基金A不配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT70&b=58806&c=675
ACYT73_元大新興印尼機會債券基金B配息(人民幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT73&b=58807&c=679
ACYT71_元大新興印尼機會債券基金B配息(台幣),https://fundreport.moneydj.com/GetFundMonthReport1.asp?A=ACYT71&b=58807&c=677
